OID_,Name,TargetFacilityCount,SourceID,SourceOID,PosAlong,SideOfEdge,CurbApproach,Status,SnapX,SnapY,SnapZ,DistanceToNetworkInMeters,Attr_WalkTime,Attr_Length,Cutoff_WalkTime,Cutoff_Length
38,Location 38,,1,9781,0.000000000000000,2,0,0,11880573.675400000065565,-684713.776500001549721,0.000000000000000,142.285761230586616,0.000000000000000,0.000000000000000,,
39,Location 39,,1,1370,0.675900889733767,2,0,0,11890931.147900208830833,-685351.752667716820724,0.000000000000000,20.240978606728390,0.000000000000000,0.000000000000000,,
40,Location 40,,1,9444,0.680089584328729,1,0,0,11883832.264406075701118,-684827.130016907351092,0.000000000000000,73.075691954971077,0.000000000000000,0.000000000000000,,
41,Location 41,,1,9312,0.206748577686816,1,0,0,11881644.170709062367678,-685040.797931490465999,0.000000000000000,87.089967660761971,0.000000000000000,0.000000000000000,,
42,Location 42,,1,7020,0.798723497211828,2,0,0,11887203.750480238348246,-688147.055113404639997,0.000000000000000,7.324818493393830,0.000000000000000,0.000000000000000,,
43,Location 43,,1,7234,0.195375008003434,2,0,0,11887317.749201025813818,-686959.035816024988890,0.000000000000000,11.474346372995511,0.000000000000000,0.000000000000000,,
44,Location 44,,1,3596,0.248018450978669,2,0,0,11889355.977105483412743,-685911.599395580822602,0.000000000000000,40.470240007716171,0.000000000000000,0.000000000000000,,
45,Location 45,,1,11443,0.373784410871986,2,0,0,11886411.207555629312992,-692538.898623754270375,0.000000000000000,23.239979689093403,0.000000000000000,0.000000000000000,,
46,Location 46,,1,7406,0.265143332172545,2,0,0,11885780.893247321248055,-693851.216231756028719,0.000000000000000,16.105926410812991,0.000000000000000,0.000000000000000,,
47,Location 47,,1,10499,0.861766388575487,1,0,0,11885392.902510059997439,-692613.108373021474108,0.000000000000000,22.298894617930767,0.000000000000000,0.000000000000000,,
48,Location 48,,1,1115,0.773525235129441,1,0,0,11886004.341691548004746,-688842.628370217280462,0.000000000000000,1.573476006805825,0.000000000000000,0.000000000000000,,
49,Location 49,,1,9783,0.575913504600267,1,0,0,11884612.728999998420477,-687939.994800001382828,0.000000000000000,49.340922697472259,0.000000000000000,0.000000000000000,,
50,Location 50,,1,4002,0.945144235138160,1,0,0,11884479.497245453298092,-689508.254021543776616,0.000000000000000,1.900066722782999,0.000000000000000,0.000000000000000,,
51,Location 51,,1,2757,0.937704814291894,2,0,0,11878123.302358569577336,-684089.026291938615032,0.000000000000000,15.549060160835980,0.000000000000000,0.000000000000000,,
52,Location 52,,1,11791,0.927566845946489,2,0,0,11887694.599117793142796,-691607.854196558473632,0.000000000000000,64.226149596021884,0.000000000000000,0.000000000000000,,
53,Location 53,,1,1314,0.375339462394374,1,0,0,11889333.768599998205900,-690029.495600000023842,0.000000000000000,95.959393772870172,0.000000000000000,0.000000000000000,,
54,Location 54,,1,44546,0.086549715103480,2,0,0,11896896.729054035618901,-693822.917568472796120,0.000000000000000,6.404086846480814,0.000000000000000,0.000000000000000,,
